case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
barang sesuai pesanan... packing aman... trimakasih👌,barang sesuai pesanan packing aman trimakasih,barang sesuai pesanan packing aman terima kasih,"['barang', 'sesuai', 'pesanan', 'packing', 'aman', 'terima', 'kasih']","['pesanan', 'packing', 'aman', 'terima', 'kasih']","['pesan', 'packing', 'aman', 'terima', 'kasih']",pesan packing aman terima kasih,"{'classified_text': 'pesan packing aman [4] terima kasih [4]', 'tweet_text': ' pesan packing aman terima kasih', 'sentence_score': ['pesan packing aman [4] terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",pesan packing aman [4] terima kasih [4], pesan packing aman terima kasih,['pesan packing aman [4] terima kasih [4]'],4,-1,positif
baru nyoba belum bisa berkomentar,baru nyoba belum bisa berkomentar,baru mencoba belum bisa berkomentar,"['baru', 'mencoba', 'belum', 'bisa', 'berkomentar']","['mencoba', 'berkomentar']","['coba', 'komentar']",coba komentar,"{'classified_text': 'coba komentar', 'tweet_text': ' coba komentar', 'sentence_score': ['coba komentar'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",coba komentar, coba komentar,['coba komentar'],1,-1,netral
cocok untuk yg normal to oily jd g gampang berminyak.. tp tetep yg juara yg spf 45 nya,cocok untuk yg normal to oily jd gampang berminyak tp tetep yg juara yg spf nya,cocok untuk yang normal tapi oily jadi gampang berminyak tapi tetap yang juara yang spf nya,"['cocok', 'untuk', 'yang', 'normal', 'tapi', 'oily', 'jadi', 'gampang', 'berminyak', 'tapi', 'tetap', 'yang', 'juara', 'yang', 'spf', 'nya']","['cocok', 'normal', 'oily', 'gampang', 'berminyak', 'juara', 'spf']","['cocok', 'normal', 'oily', 'gampang', 'minyak', 'juara', 'spf']",cocok normal oily gampang minyak juara spf,"{'classified_text': 'cocok [3] normal [-1] oily gampang minyak juara spf', 'tweet_text': ' cocok normal oily gampang minyak juara spf', 'sentence_score': ['cocok [3] normal [-1] oily gampang minyak juara spf'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] normal [-1] oily gampang minyak juara spf, cocok normal oily gampang minyak juara spf,['cocok [3] normal [-1] oily gampang minyak juara spf'],3,-1,positif
cocok untuk yg normal to oily jd g gampang berminyak,cocok untuk yg normal to oily jd gampang berminyak,cocok untuk yang normal tapi oily jadi gampang berminyak,"['cocok', 'untuk', 'yang', 'normal', 'tapi', 'oily', 'jadi', 'gampang', 'berminyak']","['cocok', 'normal', 'oily', 'gampang', 'berminyak']","['cocok', 'normal', 'oily', 'gampang', 'minyak']",cocok normal oily gampang minyak,"{'classified_text': 'cocok [3] normal [-1] oily gampang minyak', 'tweet_text': ' cocok normal oily gampang minyak', 'sentence_score': ['cocok [3] normal [-1] oily gampang minyak'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] normal [-1] oily gampang minyak, cocok normal oily gampang minyak,['cocok [3] normal [-1] oily gampang minyak'],3,-1,positif
"baguss, ga abu2",baguss ga abu,bagus enggak abu,"['bagus', 'enggak', 'abu']","['bagus', 'abu']","['bagus', 'abu']",bagus abu,"{'classified_text': 'bagus [4] abu', 'tweet_text': ' bagus abu', 'sentence_score': ['bagus [4] abu'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4] abu, bagus abu,['bagus [4] abu'],4,-1,positif
bgs,bgs,bagus,['bagus'],['bagus'],['bagus'],bagus,"{'classified_text': 'bagus [4]', 'tweet_text': ' bagus', 'sentence_score': ['bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4], bagus,['bagus [4]'],4,-1,positif
barang yang di kirim kurang 1 pcs,barang yang di kirim kurang pcs,barang yang di kirim kurang pcs,"['barang', 'yang', 'di', 'kirim', 'kurang', 'pcs']","['kirim', 'pcs']","['kirim', 'pcs']",kirim pcs,"{'classified_text': 'kirim pcs', 'tweet_text': ' kirim pcs', 'sentence_score': ['kirim pcs'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",kirim pcs, kirim pcs,['kirim pcs'],1,-1,netral
bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus,"{'classified_text': 'bagus [4]', 'tweet_text': ' bagus', 'sentence_score': ['bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4], bagus,['bagus [4]'],4,-1,positif
barang yang dibeli 4 tp cuma dikirim 2. ga bs komplain krn ga ada video unboxing. so hati2 guys,barang yang dibeli tp cuma dikirim ga bs komplain krn ga ada video unboxing so hati guys,barang yang dibeli tapi cuma dikirim enggak bisa komplain karena enggak ada video unboxing so hati guys,"['barang', 'yang', 'dibeli', 'tapi', 'cuma', 'dikirim', 'enggak', 'bisa', 'komplain', 'karena', 'enggak', 'ada', 'video', 'unboxing', 'so', 'hati', 'guys']","['dibeli', 'dikirim', 'komplain', 'unboxing', 'hati']","['beli', 'kirim', 'komplain', 'unboxing', 'hati']",beli kirim komplain unboxing hati,"{'classified_text': 'beli kirim komplain unboxing hati', 'tweet_text': ' beli kirim komplain unboxing hati', 'sentence_score': ['beli kirim komplain unboxing hati'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",beli kirim komplain unboxing hati, beli kirim komplain unboxing hati,['beli kirim komplain unboxing hati'],1,-1,netral
tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar tipe kulitku kombinasi,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar tipe kulitku kombinasi,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar tipe kulitku kombinasi,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'jerawat', 'kulitku', 'pori', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'sensitif', 'kulit', 'jerawat', 'kulit', 'pori', 'tipe', 'kulit', 'kombinasi']",tipe kulit minyak tipe kulit sensitif kulit jerawat kulit pori tipe kulit kombinasi,"{'classified_text': 'tipe kulit minyak tipe kulit sensitif [-2] kulit jerawat kulit pori tipe kulit kombinasi', 'tweet_text': ' tipe kulit minyak tipe kulit sensitif kulit jerawat kulit pori tipe kulit kombinasi', 'sentence_score': ['tipe kulit minyak tipe kulit sensitif [-2] kulit jerawat kulit pori tipe kulit kombinasi'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit minyak tipe kulit sensitif [-2] kulit jerawat kulit pori tipe kulit kombinasi, tipe kulit minyak tipe kulit sensitif kulit jerawat kulit pori tipe kulit kombinasi,['tipe kulit minyak tipe kulit sensitif [-2] kulit jerawat kulit pori tipe kulit kombinasi'],1,-2,negatif
"tipe kulitku berminyak
alhamdulillah cocok dikulit.. next repeat order, sering² promo ya min",tipe kulitku berminyak alhamdulillah cocok dikulit next repeat order sering promo ya min,tipe kulitku berminyak alhamdulillah cocok dikulit next repeat order sering promo ya min,"['tipe', 'kulitku', 'berminyak', 'alhamdulillah', 'cocok', 'dikulit', 'next', 'repeat', 'order', 'sering', 'promo', 'ya', 'min']","['tipe', 'kulitku', 'berminyak', 'cocok', 'dikulit', 'next', 'repeat', 'order', 'promo']","['tipe', 'kulit', 'minyak', 'cocok', 'kulit', 'next', 'repeat', 'order', 'promo']",tipe kulit minyak cocok kulit next repeat order promo,"{'classified_text': 'tipe kulit minyak cocok [3] kulit next repeat order promo', 'tweet_text': ' tipe kulit minyak cocok kulit next repeat order promo', 'sentence_score': ['tipe kulit minyak cocok [3] kulit next repeat order promo'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit minyak cocok [3] kulit next repeat order promo, tipe kulit minyak cocok kulit next repeat order promo,['tipe kulit minyak cocok [3] kulit next repeat order promo'],3,-1,positif
"kmrn bli twinpack dan dikrm hy 1pc, tp uda dikrm kekurangannya olh azarine, tq.",kmrn bli twinpack dan dikrm hy pc tp uda dikrm kekurangannya olh azarine tq,kemarin beli twinpack dan dikirim hai pc tapi sudah dikirim kekurangannya oleh azarine terima kasih,"['kemarin', 'beli', 'twinpack', 'dan', 'dikirim', 'hai', 'pc', 'tapi', 'sudah', 'dikirim', 'kekurangannya', 'oleh', 'azarine', 'terima', 'kasih']","['kemarin', 'beli', 'twinpack', 'dikirim', 'pc', 'dikirim', 'kekurangannya', 'azarine', 'terima', 'kasih']","['kemarin', 'beli', 'twinpack', 'kirim', 'pc', 'kirim', 'kurang', 'azarine', 'terima', 'kasih']",kemarin beli twinpack kirim pc kirim kurang azarine terima kasih,"{'classified_text': 'kemarin beli twinpack kirim pc kirim kurang [-2] azarine terima kasih [4]', 'tweet_text': ' kemarin beli twinpack kirim pc kirim kurang azarine terima kasih', 'sentence_score': ['kemarin beli twinpack kirim pc kirim kurang [-2] azarine terima kasih [4]'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",kemarin beli twinpack kirim pc kirim kurang [-2] azarine terima kasih [4], kemarin beli twinpack kirim pc kirim kurang azarine terima kasih,['kemarin beli twinpack kirim pc kirim kurang [-2] azarine terima kasih [4]'],4,-2,positif
"paket sudah sampai packing aman...

tekstur cair..mudah di blend dan cepat meresap",paket sudah sampai packing aman tekstur cair mudah di blend dan cepat meresap,paket sudah sampai packing aman tekstur cair mudah di blend dan cepat meresap,"['paket', 'sudah', 'sampai', 'packing', 'aman', 'tekstur', 'cair', 'mudah', 'di', 'blend', 'dan', 'cepat', 'meresap']","['paket', 'packing', 'aman', 'tekstur', 'cair', 'mudah', 'blend', 'cepat', 'meresap']","['paket', 'packing', 'aman', 'tekstur', 'cair', 'mudah', 'blend', 'cepat', 'resap']",paket packing aman tekstur cair mudah blend cepat resap,"{'classified_text': 'paket packing aman [4] tekstur cair mudah [3] blend cepat [4] resap', 'tweet_text': ' paket packing aman tekstur cair mudah blend cepat resap', 'sentence_score': ['paket packing aman [4] tekstur cair mudah [3] blend cepat [4] resap'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",paket packing aman [4] tekstur cair mudah [3] blend cepat [4] resap, paket packing aman tekstur cair mudah blend cepat resap,['paket packing aman [4] tekstur cair mudah [3] blend cepat [4] resap'],4,-1,positif
lumayan cocok buat kulitku yg sering jerawatan di bagian t zone,lumayan cocok buat kulitku yg sering jerawatan di bagian zone,lumayan cocok buat kulitku yang sering jerawatan di bagian zone,"['lumayan', 'cocok', 'buat', 'kulitku', 'yang', 'sering', 'jerawatan', 'di', 'bagian', 'zone']","['lumayan', 'cocok', 'kulitku', 'jerawatan', 'zone']","['lumayan', 'cocok', 'kulit', 'jerawat', 'zone']",lumayan cocok kulit jerawat zone,"{'classified_text': 'lumayan [2] cocok [4] kulit jerawat zone', 'tweet_text': ' lumayan cocok kulit jerawat zone', 'sentence_score': ['lumayan [2] cocok [4] kulit jerawat zone'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",lumayan [2] cocok [4] kulit jerawat zone, lumayan cocok kulit jerawat zone,['lumayan [2] cocok [4] kulit jerawat zone'],4,-1,positif
alhamdulikah udha dateng...cocok..jdi repurchase lgi.lngsung beli 2 buat atok tipe kulitku kombinasi,alhamdulikah udha dateng cocok jdi repurchase lgi lngsung beli buat atok tipe kulitku kombinasi,alhamdulikah sudah datang cocok jadi repurchase lagi langsung beli buat atok tipe kulitku kombinasi,"['alhamdulikah', 'sudah', 'datang', 'cocok', 'jadi', 'repurchase', 'lagi', 'langsung', 'beli', 'buat', 'atok', 'tipe', 'kulitku', 'kombinasi']","['alhamdulikah', 'cocok', 'repurchase', 'beli', 'atok', 'tipe', 'kulitku', 'kombinasi']","['alhamdulikah', 'cocok', 'repurchase', 'beli', 'atok', 'tipe', 'kulit', 'kombinasi']",alhamdulikah cocok repurchase beli atok tipe kulit kombinasi,"{'classified_text': 'alhamdulikah cocok [3] repurchase beli atok tipe kulit kombinasi', 'tweet_text': ' alhamdulikah cocok repurchase beli atok tipe kulit kombinasi', 'sentence_score': ['alhamdulikah cocok [3] repurchase beli atok tipe kulit kombinasi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",alhamdulikah cocok [3] repurchase beli atok tipe kulit kombinasi, alhamdulikah cocok repurchase beli atok tipe kulit kombinasi,['alhamdulikah cocok [3] repurchase beli atok tipe kulit kombinasi'],3,-1,positif
"tipe kulitku kombinasi, hasil akhirnya matte juga ga lengket dan pas awal pakai lumayan lembab",tipe kulitku kombinasi hasil akhirnya matte juga ga lengket dan pas awal pakai lumayan lembab,tipe kulitku kombinasi hasil akhirnya matte juga enggak lengket dan pas awal pakai lumayan lembab,"['tipe', 'kulitku', 'kombinasi', 'hasil', 'akhirnya', 'matte', 'juga', 'enggak', 'lengket', 'dan', 'pas', 'awal', 'pakai', 'lumayan', 'lembab']","['tipe', 'kulitku', 'kombinasi', 'matte', 'lengket', 'pakai', 'lumayan', 'lembab']","['tipe', 'kulit', 'kombinasi', 'matte', 'lengket', 'pakai', 'lumayan', 'lembab']",tipe kulit kombinasi matte lengket pakai lumayan lembab,"{'classified_text': 'tipe kulit kombinasi matte lengket pakai lumayan [2] lembab', 'tweet_text': ' tipe kulit kombinasi matte lengket pakai lumayan lembab', 'sentence_score': ['tipe kulit kombinasi matte lengket pakai lumayan [2] lembab'], 'max_positive': 2, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit kombinasi matte lengket pakai lumayan [2] lembab, tipe kulit kombinasi matte lengket pakai lumayan lembab,['tipe kulit kombinasi matte lengket pakai lumayan [2] lembab'],2,-1,positif
"keren banget, dapet harga 60 an. 2 pcs. sering sering deh toped ngasih diskon <3
kalau produk azarine mah, gausah ditanya. pastika mantulity bangett. lope sekebon",keren banget dapet harga an pcs sering sering deh toped ngasih diskon kalau produk azarine mah gausah ditanya pastika mantulity bangett lope sekebon,keren banget dapat harga an pcs sering sering deh toped mengasih diskon kalau produk azarine mah enggak usah ditanya pastika mantulity banget love sekebon,"['keren', 'banget', 'dapat', 'harga', 'an', 'pcs', 'sering', 'sering', 'deh', 'toped', 'mengasih', 'diskon', 'kalau', 'produk', 'azarine', 'mah', 'enggak', 'usah', 'ditanya', 'pastika', 'mantulity', 'banget', 'love', 'sekebon']","['keren', 'banget', 'harga', 'pcs', 'toped', 'mengasih', 'diskon', 'produk', 'azarine', 'pastika', 'mantulity', 'banget', 'love', 'sekebon']","['keren', 'banget', 'harga', 'pcs', 'toped', 'asih', 'diskon', 'produk', 'azarine', 'pastika', 'mantulity', 'banget', 'love', 'kebon']",keren banget harga pcs toped asih diskon produk azarine pastika mantulity banget love kebon,"{'classified_text': 'keren [5] banget harga pcs toped asih diskon produk azarine pastika mantulity banget love kebon', 'tweet_text': ' keren banget harga pcs toped asih diskon produk azarine pastika mantulity banget love kebon', 'sentence_score': ['keren [5] banget harga pcs toped asih diskon produk azarine pastika mantulity banget love kebon'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",keren [5] banget harga pcs toped asih diskon produk azarine pastika mantulity banget love kebon, keren banget harga pcs toped asih diskon produk azarine pastika mantulity banget love kebon,['keren [5] banget harga pcs toped asih diskon produk azarine pastika mantulity banget love kebon'],5,-1,positif
"tipe kulitku kombinasi.. pertama kali pakai produk azarine, tidak ada reaksi negatif d kulit, bangun tidur kulit tidak kelihatan berminyak.. semoga bisa cocok. pengiriman lebih cepat sampai, kemasan jg rapi.",tipe kulitku kombinasi pertama kali pakai produk azarine tidak ada reaksi negatif kulit bangun tidur kulit tidak kelihatan berminyak semoga bisa cocok pengiriman lebih cepat sampai kemasan jg rapi,tipe kulitku kombinasi pertama kali pakai produk azarine tidak ada reaksi negatif kulit bangun tidur kulit tidak kelihatan berminyak semoga bisa cocok pengiriman lebih cepat sampai kemasan juga rapi,"['tipe', 'kulitku', 'kombinasi', 'pertama', 'kali', 'pakai', 'produk', 'azarine', 'tidak', 'ada', 'reaksi', 'negatif', 'kulit', 'bangun', 'tidur', 'kulit', 'tidak', 'kelihatan', 'berminyak', 'semoga', 'bisa', 'cocok', 'pengiriman', 'lebih', 'cepat', 'sampai', 'kemasan', 'juga', 'rapi']","['tipe', 'kulitku', 'kombinasi', 'pakai', 'produk', 'azarine', 'reaksi', 'negatif', 'kulit', 'bangun', 'tidur', 'kulit', 'berminyak', 'semoga', 'cocok', 'pengiriman', 'cepat', 'kemasan', 'rapi']","['tipe', 'kulit', 'kombinasi', 'pakai', 'produk', 'azarine', 'reaksi', 'negatif', 'kulit', 'bangun', 'tidur', 'kulit', 'minyak', 'moga', 'cocok', 'kirim', 'cepat', 'kemas', 'rapi']",tipe kulit kombinasi pakai produk azarine reaksi negatif kulit bangun tidur kulit minyak moga cocok kirim cepat kemas rapi,"{'classified_text': 'tipe kulit kombinasi pakai produk azarine reaksi negatif [-1] kulit bangun tidur kulit minyak moga cocok [3] kirim cepat [4] kemas rapi [4]', 'tweet_text': ' tipe kulit kombinasi pakai produk azarine reaksi negatif kulit bangun tidur kulit minyak moga cocok kirim cepat kemas rapi', 'sentence_score': ['tipe kulit kombinasi pakai produk azarine reaksi negatif [-1] kulit bangun tidur kulit minyak moga cocok [3] kirim cepat [4] kemas rapi [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit kombinasi pakai produk azarine reaksi negatif [-1] kulit bangun tidur kulit minyak moga cocok [3] kirim cepat [4] kemas rapi [4], tipe kulit kombinasi pakai produk azarine reaksi negatif kulit bangun tidur kulit minyak moga cocok kirim cepat kemas rapi,['tipe kulit kombinasi pakai produk azarine reaksi negatif [-1] kulit bangun tidur kulit minyak moga cocok [3] kirim cepat [4] kemas rapi [4]'],4,-1,positif
"twin pack harusnya dapat 2 pcs tapi hanya dapat 1. baru sempet buka setelah pesanan selesai, jadi nggak bisa komplain 🥲",twin pack harusnya dapat pcs tapi hanya dapat baru sempet buka setelah pesanan selesai jadi nggak bisa komplain,twin pack harusnya dapat pcs tapi hanya dapat baru sempat buka setelah pesanan selesai jadi enggak bisa komplain,"['twin', 'pack', 'harusnya', 'dapat', 'pcs', 'tapi', 'hanya', 'dapat', 'baru', 'sempat', 'buka', 'setelah', 'pesanan', 'selesai', 'jadi', 'enggak', 'bisa', 'komplain']","['twin', 'pack', 'pcs', 'buka', 'pesanan', 'selesai', 'komplain']","['twin', 'pack', 'pcs', 'buka', 'pesan', 'selesai', 'komplain']",twin pack pcs buka pesan selesai komplain,"{'classified_text': 'twin pack pcs buka pesan selesai komplain', 'tweet_text': ' twin pack pcs buka pesan selesai komplain', 'sentence_score': ['twin pack pcs buka pesan selesai komplain'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",twin pack pcs buka pesan selesai komplain, twin pack pcs buka pesan selesai komplain,['twin pack pcs buka pesan selesai komplain'],1,-1,netral
