case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
proses penerimaan barang yang panjanhmg. diawali dgn kesalahan saya. terima kasih pada toko ini yang mau berusaha menghubungi kurir hingga barang sampai dgn selamat. terima kasih pada sicepat yg bertanggung jawab. semoga bisa terpakai dgn baik. nanti akan saya coba,proses penerimaan barang yang panjanhmg diawali dgn kesalahan saya terima kasih pada toko ini yang mau berusaha menghubungi kurir hingga barang sampai dgn selamat terima kasih pada sicepat yg bertanggung jawab semoga bisa terpakai dgn baik nanti akan saya coba,proses penerimaan barang yang panjanhmg diawali dengan kesalahan saya terima kasih pada toko ini yang mau berusaha menghubungi kurir hingga barang sampai dengan selamat terima kasih pada sicepat yang bertanggung jawab semoga bisa terpakai dengan baik nanti akan saya coba,"['proses', 'penerimaan', 'barang', 'yang', 'panjanhmg', 'diawali', 'dengan', 'kesalahan', 'saya', 'terima', 'kasih', 'pada', 'toko', 'ini', 'yang', 'mau', 'berusaha', 'menghubungi', 'kurir', 'hingga', 'barang', 'sampai', 'dengan', 'selamat', 'terima', 'kasih', 'pada', 'sicepat', 'yang', 'bertanggung', 'jawab', 'semoga', 'bisa', 'terpakai', 'dengan', 'baik', 'nanti', 'akan', 'saya', 'coba']","['penerimaan', 'panjanhmg', 'diawali', 'kesalahan', 'terima', 'kasih', 'toko', 'berusaha', 'menghubungi', 'kurir', 'selamat', 'terima', 'kasih', 'sicepat', 'bertanggung', 'semoga', 'terpakai', 'coba']","['terima', 'panjanhmg', 'awal', 'salah', 'terima', 'kasih', 'toko', 'usaha', 'hubung', 'kurir', 'selamat', 'terima', 'kasih', 'sicepat', 'tanggung', 'moga', 'pakai', 'coba']",terima panjanhmg awal salah terima kasih toko usaha hubung kurir selamat terima kasih sicepat tanggung moga pakai coba,"{'classified_text': 'terima panjanhmg awal salah [-4] terima kasih [4] toko usaha hubung kurir selamat [4] terima kasih [4] sicepat tanggung moga pakai coba', 'tweet_text': ' terima panjanhmg awal salah terima kasih toko usaha hubung kurir selamat terima kasih sicepat tanggung moga pakai coba', 'sentence_score': ['terima panjanhmg awal salah [-4] terima kasih [4] toko usaha hubung kurir selamat [4] terima kasih [4] sicepat tanggung moga pakai coba'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",terima panjanhmg awal salah [-4] terima kasih [4] toko usaha hubung kurir selamat [4] terima kasih [4] sicepat tanggung moga pakai coba, terima panjanhmg awal salah terima kasih toko usaha hubung kurir selamat terima kasih sicepat tanggung moga pakai coba,['terima panjanhmg awal salah [-4] terima kasih [4] toko usaha hubung kurir selamat [4] terima kasih [4] sicepat tanggung moga pakai coba'],4,-4,netral
mantab pake banget tp perjalanan pengiriman lam bgt,mantab pake banget tp perjalanan pengiriman lam bgt,mantap pakai banget tapi perjalanan pengiriman lama banget,"['mantap', 'pakai', 'banget', 'tapi', 'perjalanan', 'pengiriman', 'lama', 'banget']","['mantap', 'pakai', 'banget', 'perjalanan', 'pengiriman', 'banget']","['mantap', 'pakai', 'banget', 'jalan', 'kirim', 'banget']",mantap pakai banget jalan kirim banget,"{'classified_text': 'mantap [4] pakai banget jalan kirim banget', 'tweet_text': ' mantap pakai banget jalan kirim banget', 'sentence_score': ['mantap [4] pakai banget jalan kirim banget'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mantap [4] pakai banget jalan kirim banget, mantap pakai banget jalan kirim banget,['mantap [4] pakai banget jalan kirim banget'],4,-1,positif
seperti biasa barangnya sampe dengan aman. meskipun pengiriman agak lama karna cekoutnya mendekati tahun baru. suka banget dapet yg exp nya masi 2025. thx avoskin,seperti biasa barangnya sampe dengan aman meskipun pengiriman agak lama karna cekoutnya mendekati tahun baru suka banget dapet yg exp nya masi thx avoskin,seperti biasa barangnya sampai dengan aman meskipun pengiriman agak lama karena cekoutnya mendekati tahun baru suka banget dapat yang exp nya masih thanks avoskin,"['seperti', 'biasa', 'barangnya', 'sampai', 'dengan', 'aman', 'meskipun', 'pengiriman', 'agak', 'lama', 'karena', 'cekoutnya', 'mendekati', 'tahun', 'baru', 'suka', 'banget', 'dapat', 'yang', 'exp', 'nya', 'masih', 'thanks', 'avoskin']","['barangnya', 'aman', 'pengiriman', 'cekoutnya', 'mendekati', 'suka', 'banget', 'exp', 'thanks', 'avoskin']","['barang', 'aman', 'kirim', 'cekoutnya', 'dekat', 'suka', 'banget', 'exp', 'thanks', 'avoskin']",barang aman kirim cekoutnya dekat suka banget exp thanks avoskin,"{'classified_text': 'barang aman [4] kirim cekoutnya dekat suka [5] banget exp thanks avoskin', 'tweet_text': ' barang aman kirim cekoutnya dekat suka banget exp thanks avoskin', 'sentence_score': ['barang aman [4] kirim cekoutnya dekat suka [5] banget exp thanks avoskin'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",barang aman [4] kirim cekoutnya dekat suka [5] banget exp thanks avoskin, barang aman kirim cekoutnya dekat suka banget exp thanks avoskin,['barang aman [4] kirim cekoutnya dekat suka [5] banget exp thanks avoskin'],5,-1,positif
"baru nyoba pertama kalii, semoga aja cocok",baru nyoba pertama kalii semoga aja cocok,baru mencoba pertama kali semoga saja cocok,"['baru', 'mencoba', 'pertama', 'kali', 'semoga', 'saja', 'cocok']","['mencoba', 'semoga', 'cocok']","['coba', 'moga', 'cocok']",coba moga cocok,"{'classified_text': 'coba moga cocok [3]', 'tweet_text': ' coba moga cocok', 'sentence_score': ['coba moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3], coba moga cocok,['coba moga cocok [3]'],3,-1,positif
"barang aman sampai tujuan.. dapet promo jadi langsung beli xixixi cocok banget di kulit ku kombinasi.. dah repurchase berapa kali yaa, ampe lupa wkwkw",barang aman sampai tujuan dapet promo jadi langsung beli xixixi cocok banget di kulit ku kombinasi dah repurchase berapa kali yaa ampe lupa,barang aman sampai tujuan dapat promo jadi langsung beli xixixi cocok banget di kulit ku kombinasi deh repurchase berapa kali ya sampai lupa,"['barang', 'aman', 'sampai', 'tujuan', 'dapat', 'promo', 'jadi', 'langsung', 'beli', 'xixixi', 'cocok', 'banget', 'di', 'kulit', 'ku', 'kombinasi', 'deh', 'repurchase', 'berapa', 'kali', 'ya', 'sampai', 'lupa']","['aman', 'tujuan', 'promo', 'beli', 'xixixi', 'cocok', 'banget', 'kulit', 'ku', 'kombinasi', 'repurchase', 'lupa']","['aman', 'tuju', 'promo', 'beli', 'xixixi', 'cocok', 'banget', 'kulit', 'ku', 'kombinasi', 'repurchase', 'lupa']",aman tuju promo beli xixixi cocok banget kulit ku kombinasi repurchase lupa,"{'classified_text': 'aman [4] tuju promo beli xixixi cocok [4] banget kulit ku kombinasi repurchase lupa', 'tweet_text': ' aman tuju promo beli xixixi cocok banget kulit ku kombinasi repurchase lupa', 'sentence_score': ['aman [4] tuju promo beli xixixi cocok [4] banget kulit ku kombinasi repurchase lupa'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",aman [4] tuju promo beli xixixi cocok [4] banget kulit ku kombinasi repurchase lupa, aman tuju promo beli xixixi cocok banget kulit ku kombinasi repurchase lupa,['aman [4] tuju promo beli xixixi cocok [4] banget kulit ku kombinasi repurchase lupa'],4,-1,positif
"bintang 4 dl y guys , br pertm kali mencoba , mdh2an cocok d muka ku.
kemasan rapi n aman bgt , perfect  , pengiriman agak lumayan lm karena mgkn dr luar jkt.",bintang dl guys br pertm kali mencoba mdhan cocok muka ku kemasan rapi aman bgt perfect pengiriman agak lumayan lm karena mgkn dr luar jkt,bintang dulu guys baru pertama kali mencoba mudah cocok muka ku kemasan rapi aman banget perfect pengiriman agak lumayan lama karena mungkin dari luar jakarta,"['bintang', 'dulu', 'guys', 'baru', 'pertama', 'kali', 'mencoba', 'mudah', 'cocok', 'muka', 'ku', 'kemasan', 'rapi', 'aman', 'banget', 'perfect', 'pengiriman', 'agak', 'lumayan', 'lama', 'karena', 'mungkin', 'dari', 'luar', 'jakarta']","['bintang', 'mencoba', 'mudah', 'cocok', 'muka', 'ku', 'kemasan', 'rapi', 'aman', 'banget', 'perfect', 'pengiriman', 'lumayan', 'jakarta']","['bintang', 'coba', 'mudah', 'cocok', 'muka', 'ku', 'kemas', 'rapi', 'aman', 'banget', 'perfect', 'kirim', 'lumayan', 'jakarta']",bintang coba mudah cocok muka ku kemas rapi aman banget perfect kirim lumayan jakarta,"{'classified_text': 'bintang coba mudah [3] cocok [4] muka ku kemas rapi [4] aman [6] banget perfect kirim lumayan [2] jakarta', 'tweet_text': ' bintang coba mudah cocok muka ku kemas rapi aman banget perfect kirim lumayan jakarta', 'sentence_score': ['bintang coba mudah [3] cocok [4] muka ku kemas rapi [4] aman [6] banget perfect kirim lumayan [2] jakarta'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}",bintang coba mudah [3] cocok [4] muka ku kemas rapi [4] aman [6] banget perfect kirim lumayan [2] jakarta, bintang coba mudah cocok muka ku kemas rapi aman banget perfect kirim lumayan jakarta,['bintang coba mudah [3] cocok [4] muka ku kemas rapi [4] aman [6] banget perfect kirim lumayan [2] jakarta'],6,-1,positif
murah dan banyak.. gak habis2 😜,murah dan banyak gak habis,murah dan banyak enggak habis,"['murah', 'dan', 'banyak', 'enggak', 'habis']","['murah', 'habis']","['murah', 'habis']",murah habis,"{'classified_text': 'murah [2] habis', 'tweet_text': ' murah habis', 'sentence_score': ['murah [2] habis'], 'max_positive': 2, 'max_negative': -1, 'kelas': 'positif'}",murah [2] habis, murah habis,['murah [2] habis'],2,-1,positif
"barangnya sampai dengan aman, baru dipakai dua kali, awalnya terasa agak lengket tapi cepat kering dan langsung meresap. setelah pemakaian sebulan mudah""han bisa keliatan efeknya.",barangnya sampai dengan aman baru dipakai dua kali awalnya terasa agak lengket tapi cepat kering dan langsung meresap setelah pemakaian sebulan mudah han bisa keliatan efeknya,barangnya sampai dengan aman baru dipakai dua kali awalnya terasa agak lengket tapi cepat kering dan langsung meresap setelah pemakaian sebulan mudah han bisa kelihatan efeknya,"['barangnya', 'sampai', 'dengan', 'aman', 'baru', 'dipakai', 'dua', 'kali', 'awalnya', 'terasa', 'agak', 'lengket', 'tapi', 'cepat', 'kering', 'dan', 'langsung', 'meresap', 'setelah', 'pemakaian', 'sebulan', 'mudah', 'han', 'bisa', 'kelihatan', 'efeknya']","['barangnya', 'aman', 'dipakai', 'lengket', 'cepat', 'kering', 'meresap', 'pemakaian', 'sebulan', 'mudah', 'han', 'efeknya']","['barang', 'aman', 'pakai', 'lengket', 'cepat', 'kering', 'resap', 'pakai', 'bulan', 'mudah', 'han', 'efek']",barang aman pakai lengket cepat kering resap pakai bulan mudah han efek,"{'classified_text': 'barang aman [4] pakai lengket cepat [4] kering resap pakai bulan mudah [3] han efek', 'tweet_text': ' barang aman pakai lengket cepat kering resap pakai bulan mudah han efek', 'sentence_score': ['barang aman [4] pakai lengket cepat [4] kering resap pakai bulan mudah [3] han efek'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang aman [4] pakai lengket cepat [4] kering resap pakai bulan mudah [3] han efek, barang aman pakai lengket cepat kering resap pakai bulan mudah han efek,['barang aman [4] pakai lengket cepat [4] kering resap pakai bulan mudah [3] han efek'],4,-1,positif
bru nyoba,bru nyoba,baru mencoba,"['baru', 'mencoba']",['mencoba'],['coba'],coba,"{'classified_text': 'coba', 'tweet_text': ' coba', 'sentence_score': ['coba'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",coba, coba,['coba'],1,-1,netral
cocokkk sekaliii,cocokkk sekaliii,cocok sekali,"['cocok', 'sekali']",['cocok'],['cocok'],cocok,"{'classified_text': 'cocok [3]', 'tweet_text': ' cocok', 'sentence_score': ['cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3], cocok,['cocok [3]'],3,-1,positif
lucuuu bangett kacanyaaa😫💗 pdhl cuma beli 1 tp dpt kacaa makasii avoskinn semoga cocok serumnyaa🫶🏻,lucuuu bangett kacanyaaa pdhl cuma beli tp dpt kacaa makasii avoskinn semoga cocok serumnyaa,lucu banget kacanya padahal cuma beli tapi dapat kaca terima kasih avoskinn semoga cocok serumnya,"['lucu', 'banget', 'kacanya', 'padahal', 'cuma', 'beli', 'tapi', 'dapat', 'kaca', 'terima', 'kasih', 'avoskinn', 'semoga', 'cocok', 'serumnya']","['lucu', 'banget', 'kacanya', 'beli', 'kaca', 'terima', 'kasih', 'avoskinn', 'semoga', 'cocok', 'serumnya']","['lucu', 'banget', 'kaca', 'beli', 'kaca', 'terima', 'kasih', 'avoskinn', 'moga', 'cocok', 'serum']",lucu banget kaca beli kaca terima kasih avoskinn moga cocok serum,"{'classified_text': 'lucu [5] banget kaca beli kaca terima kasih [4] avoskinn moga cocok [3] serum', 'tweet_text': ' lucu banget kaca beli kaca terima kasih avoskinn moga cocok serum', 'sentence_score': ['lucu [5] banget kaca beli kaca terima kasih [4] avoskinn moga cocok [3] serum'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",lucu [5] banget kaca beli kaca terima kasih [4] avoskinn moga cocok [3] serum, lucu banget kaca beli kaca terima kasih avoskinn moga cocok serum,['lucu [5] banget kaca beli kaca terima kasih [4] avoskinn moga cocok [3] serum'],5,-1,positif
"agak lama tapi gapapa emang jauh dan mungkin lagi banyak pesanan, bonus kaca wkwk",agak lama tapi gapapa emang jauh dan mungkin lagi banyak pesanan bonus kaca,agak lama tapi gapapa memang jauh dan mungkin lagi banyak pesanan bonus kaca,"['agak', 'lama', 'tapi', 'gapapa', 'memang', 'jauh', 'dan', 'mungkin', 'lagi', 'banyak', 'pesanan', 'bonus', 'kaca']","['gapapa', 'pesanan', 'bonus', 'kaca']","['gapapa', 'pesan', 'bonus', 'kaca']",gapapa pesan bonus kaca,"{'classified_text': 'gapapa pesan bonus [3] kaca', 'tweet_text': ' gapapa pesan bonus kaca', 'sentence_score': ['gapapa pesan bonus [3] kaca'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",gapapa pesan bonus [3] kaca, gapapa pesan bonus kaca,['gapapa pesan bonus [3] kaca'],3,-1,positif
agak kecewa krna penutup di dlmnya yg seprti biasa gk ada..jdi nempel di penutup luar.. namun terima kasih atas bonus kacanya..,agak kecewa krna penutup di dlmnya yg seprti biasa gk ada jdi nempel di penutup luar namun terima kasih atas bonus kacanya,agak kecewa karena penutup di dalamnya yang seprti biasa enggak ada jadi menempel di penutup luar namun terima kasih atas bonus kacanya,"['agak', 'kecewa', 'karena', 'penutup', 'di', 'dalamnya', 'yang', 'seprti', 'biasa', 'enggak', 'ada', 'jadi', 'menempel', 'di', 'penutup', 'luar', 'namun', 'terima', 'kasih', 'atas', 'bonus', 'kacanya']","['kecewa', 'penutup', 'dalamnya', 'seprti', 'menempel', 'penutup', 'terima', 'kasih', 'bonus', 'kacanya']","['kecewa', 'tutup', 'dalam', 'seprti', 'tempel', 'tutup', 'terima', 'kasih', 'bonus', 'kaca']",kecewa tutup dalam seprti tempel tutup terima kasih bonus kaca,"{'classified_text': 'kecewa [-3] tutup dalam seprti tempel tutup terima kasih [4] bonus [4] kaca', 'tweet_text': ' kecewa tutup dalam seprti tempel tutup terima kasih bonus kaca', 'sentence_score': ['kecewa [-3] tutup dalam seprti tempel tutup terima kasih [4] bonus [4] kaca'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",kecewa [-3] tutup dalam seprti tempel tutup terima kasih [4] bonus [4] kaca, kecewa tutup dalam seprti tempel tutup terima kasih bonus kaca,['kecewa [-3] tutup dalam seprti tempel tutup terima kasih [4] bonus [4] kaca'],4,-3,positif
"baru pertama coba, smg cocok utk kulitku. packing super amaaan 👍🏻👍🏻. makasih utk bonus cermin lipatnya 🥰🥰  semoga tambah berkah",baru pertama coba smg cocok utk kulitku packing super amaaan makasih utk bonus cermin lipatnya semoga tambah berkah,baru pertama coba semoga cocok untuk kulitku packing super aman terima kasih untuk bonus cermin lipatnya semoga tambah berkah,"['baru', 'pertama', 'coba', 'semoga', 'cocok', 'untuk', 'kulitku', 'packing', 'super', 'aman', 'terima', 'kasih', 'untuk', 'bonus', 'cermin', 'lipatnya', 'semoga', 'tambah', 'berkah']","['coba', 'semoga', 'cocok', 'kulitku', 'packing', 'super', 'aman', 'terima', 'kasih', 'bonus', 'cermin', 'lipatnya', 'semoga', 'berkah']","['coba', 'moga', 'cocok', 'kulit', 'packing', 'super', 'aman', 'terima', 'kasih', 'bonus', 'cermin', 'lipat', 'moga', 'berkah']",coba moga cocok kulit packing super aman terima kasih bonus cermin lipat moga berkah,"{'classified_text': 'coba moga cocok [3] kulit packing super [4] aman [5] terima kasih [4] bonus [4] cermin lipat moga berkah', 'tweet_text': ' coba moga cocok kulit packing super aman terima kasih bonus cermin lipat moga berkah', 'sentence_score': ['coba moga cocok [3] kulit packing super [4] aman [5] terima kasih [4] bonus [4] cermin lipat moga berkah'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3] kulit packing super [4] aman [5] terima kasih [4] bonus [4] cermin lipat moga berkah, coba moga cocok kulit packing super aman terima kasih bonus cermin lipat moga berkah,['coba moga cocok [3] kulit packing super [4] aman [5] terima kasih [4] bonus [4] cermin lipat moga berkah'],5,-1,positif
"baru pertama coba, semoga cocok utk kulitku. pengemasan amaan banget, dobel dg kardus & paper wrap 👍🏻👍🏻 lama pengiriman tmsk wajar, 2 hari jogja-bdg. thanks udh dikasih bonus jg ❤️❤️❤️ smg berkah",baru pertama coba semoga cocok utk kulitku pengemasan amaan banget dobel dg kardus paper wrap lama pengiriman tmsk wajar hari jogja bdg thanks udh dikasih bonus jg smg berkah,baru pertama coba semoga cocok untuk kulitku pengemasan amaan banget dobel dengan kardus paper wrap lama pengiriman termasuk wajar hari jogja bdg thanks sudah dikasih bonus juga semoga berkah,"['baru', 'pertama', 'coba', 'semoga', 'cocok', 'untuk', 'kulitku', 'pengemasan', 'amaan', 'banget', 'dobel', 'dengan', 'kardus', 'paper', 'wrap', 'lama', 'pengiriman', 'termasuk', 'wajar', 'hari', 'jogja', 'bdg', 'thanks', 'sudah', 'dikasih', 'bonus', 'juga', 'semoga', 'berkah']","['coba', 'semoga', 'cocok', 'kulitku', 'pengemasan', 'amaan', 'banget', 'dobel', 'kardus', 'paper', 'wrap', 'pengiriman', 'wajar', 'jogja', 'bdg', 'thanks', 'dikasih', 'bonus', 'semoga', 'berkah']","['coba', 'moga', 'cocok', 'kulit', 'emas', 'ama', 'banget', 'dobel', 'kardus', 'paper', 'wrap', 'kirim', 'wajar', 'jogja', 'bdg', 'thanks', 'kasih', 'bonus', 'moga', 'berkah']",coba moga cocok kulit emas ama banget dobel kardus paper wrap kirim wajar jogja bdg thanks kasih bonus moga berkah,"{'classified_text': 'coba moga cocok [3] kulit emas [4] ama banget dobel kardus paper wrap kirim wajar [3] jogja bdg thanks kasih bonus [3] moga berkah', 'tweet_text': ' coba moga cocok kulit emas ama banget dobel kardus paper wrap kirim wajar jogja bdg thanks kasih bonus moga berkah', 'sentence_score': ['coba moga cocok [3] kulit emas [4] ama banget dobel kardus paper wrap kirim wajar [3] jogja bdg thanks kasih bonus [3] moga berkah'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3] kulit emas [4] ama banget dobel kardus paper wrap kirim wajar [3] jogja bdg thanks kasih bonus [3] moga berkah, coba moga cocok kulit emas ama banget dobel kardus paper wrap kirim wajar jogja bdg thanks kasih bonus moga berkah,['coba moga cocok [3] kulit emas [4] ama banget dobel kardus paper wrap kirim wajar [3] jogja bdg thanks kasih bonus [3] moga berkah'],4,-1,positif
