case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen
persis sesuai order... cs responsif... packaging solid... delivery gesit... patut diacungi ****ol 👍🏽✨✨🍻,persis sesuai order cs responsif packaging solid delivery gesit patut diacungi ol,persis sesuai order customer service responsif packaging solid delivery gesit patut diacungi ol,"['persis', 'sesuai', 'order', 'customer', 'service', 'responsif', 'packaging', 'solid', 'delivery', 'gesit', 'patut', 'diacungi', 'ol']","['persis', 'sesuai', 'order', 'customer', 'service', 'responsif', 'packaging', 'solid', 'delivery', 'gesit', 'patut', 'diacungi', 'ol']","['persis', 'sesuai', 'order', 'customer', 'service', 'responsif', 'packaging', 'solid', 'delivery', 'gesit', 'patut', 'acung', 'ol']",persis sesuai order customer service responsif packaging solid delivery gesit patut acung ol,netral
"barang sampai dengan aman, packinya sangat aman. ini pertama kalinya saya pakai semoga cocok",barang sampai dengan aman packinya sangat aman ini pertama kalinya saya pakai semoga cocok,barang sampai dengan aman packinya sangat aman ini pertama kalinya saya pakai semoga cocok,"['barang', 'sampai', 'dengan', 'aman', 'packinya', 'sangat', 'aman', 'ini', 'pertama', 'kalinya', 'saya', 'pakai', 'semoga', 'cocok']","['barang', 'aman', 'packinya', 'sangat', 'aman', 'pertama', 'kalinya', 'pakai', 'semoga', 'cocok']","['barang', 'aman', 'packinya', 'sangat', 'aman', 'pertama', 'kali', 'pakai', 'moga', 'cocok']",barang aman packinya sangat aman pertama kali pakai moga cocok,positif
"baru mau nyoba alpha arbutin, barang datang dengan aman, pengirimannya cepat. ga mengecewakan",baru mau nyoba alpha arbutin barang datang dengan aman pengirimannya cepat ga mengecewakan,baru mau mencoba alpha arbutin barang datang dengan aman pengirimannya cepat enggak mengecewakan,"['baru', 'mau', 'mencoba', 'alpha', 'arbutin', 'barang', 'datang', 'dengan', 'aman', 'pengirimannya', 'cepat', 'enggak', 'mengecewakan']","['baru', 'mau', 'mencoba', 'alpha', 'arbutin', 'barang', 'datang', 'aman', 'pengirimannya', 'cepat', 'enggak', 'mengecewakan']","['baru', 'mau', 'coba', 'alpha', 'arbutin', 'barang', 'datang', 'aman', 'kirim', 'cepat', 'enggak', 'kecewa']",baru mau coba alpha arbutin barang datang aman kirim cepat enggak kecewa,positif
"udah repurchase untuk yg ke 2 kali nya, lactid acid avoskin product exfo yg ga bakal diganti deh. udah terlanjur cinta, emang bagus bgt, mana pengirimannya cepat, adminnya juga responsif.",udah repurchase untuk yg ke kali nya lactid acid avoskin product exfo yg ga bakal diganti deh udah terlanjur cinta emang bagus bgt mana pengirimannya cepat adminnya juga responsif,sudah repurchase untuk yang ke kali nya lactid acid avoskin product exfo yang enggak bakal diganti deh sudah terlanjur cinta memang bagus banget mana pengirimannya cepat adminnya juga responsif,"['sudah', 'repurchase', 'untuk', 'yang', 'ke', 'kali', 'nya', 'lactid', 'acid', 'avoskin', 'product', 'exfo', 'yang', 'enggak', 'bakal', 'diganti', 'deh', 'sudah', 'terlanjur', 'cinta', 'memang', 'bagus', 'banget', 'mana', 'pengirimannya', 'cepat', 'adminnya', 'juga', 'responsif']","['repurchase', 'kali', 'nya', 'lactid', 'acid', 'avoskin', 'product', 'exfo', 'enggak', 'bakal', 'diganti', 'deh', 'terlanjur', 'cinta', 'memang', 'bagus', 'banget', 'mana', 'pengirimannya', 'cepat', 'adminnya', 'responsif']","['repurchase', 'kali', 'nya', 'lactid', 'acid', 'avoskin', 'product', 'exfo', 'enggak', 'bakal', 'ganti', 'deh', 'lanjur', 'cinta', 'memang', 'bagus', 'banget', 'mana', 'kirim', 'cepat', 'adminnya', 'responsif']",repurchase kali nya lactid acid avoskin product exfo enggak bakal ganti deh lanjur cinta memang bagus banget mana kirim cepat adminnya responsif,positif
"pembelian yg k 2x krn memang sebagus itu, mkanya skalian nyetok jd beli 2, sukse ovoskin",pembelian yg krn memang sebagus itu mkanya skalian nyetok jd beli sukse ovoskin,pembelian yang karena memang sebagus itu makanya skalian nyetok jadi beli sukses ovoskin,"['pembelian', 'yang', 'karena', 'memang', 'sebagus', 'itu', 'makanya', 'skalian', 'nyetok', 'jadi', 'beli', 'sukses', 'ovoskin']","['pembelian', 'memang', 'sebagus', 'makanya', 'skalian', 'nyetok', 'jadi', 'beli', 'sukses', 'ovoskin']","['beli', 'memang', 'bagus', 'makanya', 'skalian', 'nyetok', 'jadi', 'beli', 'sukses', 'ovoskin']",beli memang bagus makanya skalian nyetok jadi beli sukses ovoskin,positif
"baru nyoba, semoga cocok
pengiriman rada lama tp respon cs cepet, nice 👍",baru nyoba semoga cocok pengiriman rada lama tp respon cs cepet nice,baru mencoba semoga cocok pengiriman rada lama tapi respon customer service cepat nice,"['baru', 'mencoba', 'semoga', 'cocok', 'pengiriman', 'rada', 'lama', 'tapi', 'respon', 'customer', 'service', 'cepat', 'nice']","['baru', 'mencoba', 'semoga', 'cocok', 'pengiriman', 'rada', 'lama', 'respon', 'customer', 'service', 'cepat', 'nice']","['baru', 'coba', 'moga', 'cocok', 'kirim', 'rada', 'lama', 'respon', 'customer', 'service', 'cepat', 'nice']",baru coba moga cocok kirim rada lama respon customer service cepat nice,positif
bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus,positif
"gemeccc sama packagingnya 😍 pengemasan selalu rapi dan aman. secocok itu pakai produk avoskin dari dulu. menutrisi bibir, melembabkan, mengurangi kerutan & pastinya mencerahkan bibir. cusss di order ya 😘",gemeccc sama packagingnya pengemasan selalu rapi dan aman secocok itu pakai produk avoskin dari dulu menutrisi bibir melembabkan mengurangi kerutan pastinya mencerahkan bibir cusss di order ya,gemas sama packagingnya pengemasan selalu rapi dan aman secocok itu pakai produk avoskin dari dulu menutrisi bibir melembabkan mengurangi kerutan pastinya mencerahkan bibir cus  di order ya,"['gemas', 'sama', 'packagingnya', 'pengemasan', 'selalu', 'rapi', 'dan', 'aman', 'secocok', 'itu', 'pakai', 'produk', 'avoskin', 'dari', 'dulu', 'menutrisi', 'bibir', 'melembabkan', 'mengurangi', 'kerutan', 'pastinya', 'mencerahkan', 'bibir', 'cus', 'di', 'order', 'ya']","['gemas', 'sama', 'packagingnya', 'pengemasan', 'selalu', 'rapi', 'aman', 'secocok', 'pakai', 'produk', 'avoskin', 'dulu', 'menutrisi', 'bibir', 'melembabkan', 'mengurangi', 'kerutan', 'pastinya', 'mencerahkan', 'bibir', 'cus', 'order']","['gemas', 'sama', 'packagingnya', 'emas', 'selalu', 'rapi', 'aman', 'cocok', 'pakai', 'produk', 'avoskin', 'dulu', 'nutrisi', 'bibir', 'melembabkan', 'kurang', 'kerut', 'pasti', 'cerah', 'bibir', 'cus', 'order']",gemas sama packagingnya emas selalu rapi aman cocok pakai produk avoskin dulu nutrisi bibir melembabkan kurang kerut pasti cerah bibir cus order,positif
wiiii makasiii banget avoskin checkout pas banyak potongan mana fast bgt udh nyampe cuman 3 harian.. bismillah semoga cocok 😍😍,wiiii makasiii banget avoskin checkout pas banyak potongan mana fast bgt udh nyampe cuman harian bismillah semoga cocok,wiiii terima kasih banget avoskin checkout pas banyak potongan mana fast banget sudah sampai cuman harian bismillah semoga cocok,"['wiiii', 'terima', 'kasih', 'banget', 'avoskin', 'checkout', 'pas', 'banyak', 'potongan', 'mana', 'fast', 'banget', 'sudah', 'sampai', 'cuman', 'harian', 'bismillah', 'semoga', 'cocok']","['wiiii', 'terima', 'kasih', 'banget', 'avoskin', 'checkout', 'pas', 'banyak', 'potongan', 'mana', 'fast', 'banget', 'cuman', 'harian', 'bismillah', 'semoga', 'cocok']","['wiiii', 'terima', 'kasih', 'banget', 'avoskin', 'checkout', 'pas', 'banyak', 'potong', 'mana', 'fast', 'banget', 'cuman', 'hari', 'bismillah', 'moga', 'cocok']",wiiii terima kasih banget avoskin checkout pas banyak potong mana fast banget cuman hari bismillah moga cocok,positif
produknya bagus kl digabungin sama serum2 lain.. cuma baunya aja gak enak 🥴,produknya bagus kl digabungin sama serum lain cuma baunya aja gak enak,produknya bagus kalo digabungin sama serum lain cuma baunya saja enggak enak,"['produknya', 'bagus', 'kalo', 'digabungin', 'sama', 'serum', 'lain', 'cuma', 'baunya', 'saja', 'enggak', 'enak']","['produknya', 'bagus', 'kalo', 'digabungin', 'sama', 'serum', 'cuma', 'baunya', 'enggak', 'enak']","['produk', 'bagus', 'kalo', 'digabungin', 'sama', 'serum', 'cuma', 'bau', 'enggak', 'enak']",produk bagus kalo digabungin sama serum cuma bau enggak enak,positif
buat kulit overnight jadi fluffy,buat kulit overnight jadi fluffy,buat kulit overnight jadi fluffy,"['buat', 'kulit', 'overnight', 'jadi', 'fluffy']","['buat', 'kulit', 'overnight', 'jadi', 'fluffy']","['buat', 'kulit', 'overnight', 'jadi', 'fluffy']",buat kulit overnight jadi fluffy,netral
toner andalan sih,toner andalan sih,toner andalan sih,"['toner', 'andalan', 'sih']","['toner', 'andalan', 'sih']","['toner', 'andal', 'sih']",toner andal sih,netral
"produk oke. 
pelayanan kurang, proses barang stlh checkout sampe dipegang kurir terlalu kelamaan",produk oke pelayanan kurang proses barang stlh checkout sampe dipegang kurir terlalu kelamaan,produk oke pelayanan kurang proses barang setelah checkout sampai dipegang kurir terlalu kelamaan,"['produk', 'oke', 'pelayanan', 'kurang', 'proses', 'barang', 'setelah', 'checkout', 'sampai', 'dipegang', 'kurir', 'terlalu', 'kelamaan']","['produk', 'oke', 'pelayanan', 'kurang', 'proses', 'barang', 'checkout', 'dipegang', 'kurir', 'terlalu', 'kelamaan']","['produk', 'oke', 'layan', 'kurang', 'proses', 'barang', 'checkout', 'pegang', 'kurir', 'terlalu', 'lama']",produk oke layan kurang proses barang checkout pegang kurir terlalu lama,positif
udah. cocok banget sama sunscreen ini.. terima kasih,udah cocok banget sama sunscreen ini terima kasih,sudah cocok banget sama sunscreen ini terima kasih,"['sudah', 'cocok', 'banget', 'sama', 'sunscreen', 'ini', 'terima', 'kasih']","['cocok', 'banget', 'sama', 'sunscreen', 'terima', 'kasih']","['cocok', 'banget', 'sama', 'sunscreen', 'terima', 'kasih']",cocok banget sama sunscreen terima kasih,positif
"jangan karena diskon ongkir, pengiriman lambat. mending ongkir normal barang cepat datang. kita kan butuh barangnya..",jangan karena diskon ongkir pengiriman lambat mending ongkir normal barang cepat datang kita kan butuh barangnya,jangan karena diskon ongkir pengiriman lambat mending ongkir normal barang cepat datang kita kan butuh barangnya,"['jangan', 'karena', 'diskon', 'ongkir', 'pengiriman', 'lambat', 'mending', 'ongkir', 'normal', 'barang', 'cepat', 'datang', 'kita', 'kan', 'butuh', 'barangnya']","['jangan', 'diskon', 'ongkir', 'pengiriman', 'lambat', 'mending', 'ongkir', 'normal', 'barang', 'cepat', 'datang', 'kan', 'butuh', 'barangnya']","['jangan', 'diskon', 'ongkir', 'kirim', 'lambat', 'mending', 'ongkir', 'normal', 'barang', 'cepat', 'datang', 'kan', 'butuh', 'barang']",jangan diskon ongkir kirim lambat mending ongkir normal barang cepat datang kan butuh barang,positif
proses pesanan cepat,proses pesanan cepat,proses pesanan cepat,"['proses', 'pesanan', 'cepat']","['proses', 'pesanan', 'cepat']","['proses', 'pesan', 'cepat']",proses pesan cepat,positif
test,test,test,['test'],['test'],['test'],test,negatif
"liat review katanya bisa buat textured skin, mau cobain sendiri semoga ampuh yahh🥹",liat review katanya bisa buat textured skin mau cobain sendiri semoga ampuh yahh,lihat review katanya bisa buat textured skin mau mencoba sendiri semoga ampuh ya,"['lihat', 'review', 'katanya', 'bisa', 'buat', 'textured', 'skin', 'mau', 'mencoba', 'sendiri', 'semoga', 'ampuh', 'ya']","['lihat', 'review', 'katanya', 'buat', 'textured', 'skin', 'mau', 'mencoba', 'sendiri', 'semoga', 'ampuh']","['lihat', 'review', 'kata', 'buat', 'textured', 'skin', 'mau', 'coba', 'sendiri', 'moga', 'ampuh']",lihat review kata buat textured skin mau coba sendiri moga ampuh,positif
"sesuai sipp, lagi nyoba sih",sesuai sipp lagi nyoba sih,sesuai sip lagi mencoba sih,"['sesuai', 'sip', 'lagi', 'mencoba', 'sih']","['sesuai', 'sip', 'mencoba', 'sih']","['sesuai', 'sip', 'coba', 'sih']",sesuai sip coba sih,positif
"pengiriman cepat, pengemasan pokoknya bagus deh semoga kalau udh abis bakal repurchase disini trus",pengiriman cepat pengemasan pokoknya bagus deh semoga kalau udh abis bakal repurchase disini trus,pengiriman cepat pengemasan pokoknya bagus deh semoga kalau sudah habis bakal repurchase disini terus,"['pengiriman', 'cepat', 'pengemasan', 'pokoknya', 'bagus', 'deh', 'semoga', 'kalau', 'sudah', 'habis', 'bakal', 'repurchase', 'disini', 'terus']","['pengiriman', 'cepat', 'pengemasan', 'pokoknya', 'bagus', 'deh', 'semoga', 'kalau', 'habis', 'bakal', 'repurchase', 'disini', 'terus']","['kirim', 'cepat', 'emas', 'pokok', 'bagus', 'deh', 'moga', 'kalau', 'habis', 'bakal', 'repurchase', 'sini', 'terus']",kirim cepat emas pokok bagus deh moga kalau habis bakal repurchase sini terus,positif
semoga cocokkk,semoga cocokkk,semoga cocok,"['semoga', 'cocok']","['semoga', 'cocok']","['moga', 'cocok']",moga cocok,positif
sip,sip,sip,['sip'],['sip'],['sip'],sip,negatif
nunggu seminggu barang tau ny zonk...mau d tuker ma yg lain....mau d cancel tpi barang sudah d kirim....akhir ny barang d tukar tanpa ada konfirmasi dari saya.,nunggu seminggu barang tau ny zonk mau tuker ma yg lain mau cancel tpi barang sudah kirim akhir ny barang tukar tanpa ada konfirmasi dari saya,menunggu seminggu barang tau nya zonk mau tuker sama yang lain mau cancel tapi barang sudah kirim akhir nya barang tukar tanpa ada konfirmasi dari saya,"['menunggu', 'seminggu', 'barang', 'tau', 'nya', 'zonk', 'mau', 'tuker', 'sama', 'yang', 'lain', 'mau', 'cancel', 'tapi', 'barang', 'sudah', 'kirim', 'akhir', 'nya', 'barang', 'tukar', 'tanpa', 'ada', 'konfirmasi', 'dari', 'saya']","['menunggu', 'seminggu', 'barang', 'tau', 'nya', 'zonk', 'mau', 'tuker', 'sama', 'mau', 'cancel', 'barang', 'kirim', 'akhir', 'nya', 'barang', 'tukar', 'tanpa', 'konfirmasi']","['tunggu', 'minggu', 'barang', 'tau', 'nya', 'zonk', 'mau', 'tuker', 'sama', 'mau', 'cancel', 'barang', 'kirim', 'akhir', 'nya', 'barang', 'tukar', 'tanpa', 'konfirmasi']",tunggu minggu barang tau nya zonk mau tuker sama mau cancel barang kirim akhir nya barang tukar tanpa konfirmasi,positif
"toner pecah, saya gk tau dari penjual atau pengiriman tapi yang saya kecewakan dari pihak avoskin adalah penanganan yang kurang cepat sehingga bukan hanya rugi di barang tapi rugi diwaktu menunggu proses komplain",toner pecah saya gk tau dari penjual atau pengiriman tapi yang saya kecewakan dari pihak avoskin adalah penanganan yang kurang cepat sehingga bukan hanya rugi di barang tapi rugi diwaktu menunggu proses komplain,toner pecah saya enggak tau dari penjual atau pengiriman tapi yang saya kecewakan dari pihak avoskin adalah penanganan yang kurang cepat sehingga bukan hanya rugi di barang tapi rugi diwaktu menunggu proses komplain,"['toner', 'pecah', 'saya', 'enggak', 'tau', 'dari', 'penjual', 'atau', 'pengiriman', 'tapi', 'yang', 'saya', 'kecewakan', 'dari', 'pihak', 'avoskin', 'adalah', 'penanganan', 'yang', 'kurang', 'cepat', 'sehingga', 'bukan', 'hanya', 'rugi', 'di', 'barang', 'tapi', 'rugi', 'diwaktu', 'menunggu', 'proses', 'komplain']","['toner', 'pecah', 'enggak', 'tau', 'penjual', 'pengiriman', 'kecewakan', 'pihak', 'avoskin', 'penanganan', 'kurang', 'cepat', 'bukan', 'rugi', 'barang', 'rugi', 'diwaktu', 'menunggu', 'proses', 'komplain']","['toner', 'pecah', 'enggak', 'tau', 'jual', 'kirim', 'kecewa', 'pihak', 'avoskin', 'tangan', 'kurang', 'cepat', 'bukan', 'rugi', 'barang', 'rugi', 'waktu', 'tunggu', 'proses', 'komplain']",toner pecah enggak tau jual kirim kecewa pihak avoskin tangan kurang cepat bukan rugi barang rugi waktu tunggu proses komplain,negatif
gue beli serum lactic acid di kirim jeroan tamia sialan minta tanggung jwb ke avoskin sama ekspedisi si lelet malah blunder akhirnya angkat tangan ga solutif duit ilang barang ga ada,gue beli serum lactic acid di kirim jeroan tamia sialan minta tanggung jwb ke avoskin sama ekspedisi si lelet malah blunder akhirnya angkat tangan ga solutif duit ilang barang ga ada,gue beli serum lactic acid di kirim jeroan tamia sialan meminta tanggung jawab ke avoskin sama ekspedisi sih lelet malah blunder akhirnya angkat tangan enggak solutif duit hilang barang enggak ada,"['gue', 'beli', 'serum', 'lactic', 'acid', 'di', 'kirim', 'jeroan', 'tamia', 'sialan', 'meminta', 'tanggung', 'jawab', 'ke', 'avoskin', 'sama', 'ekspedisi', 'sih', 'lelet', 'malah', 'blunder', 'akhirnya', 'angkat', 'tangan', 'enggak', 'solutif', 'duit', 'hilang', 'barang', 'enggak', 'ada']","['gue', 'beli', 'serum', 'lactic', 'acid', 'kirim', 'jeroan', 'tamia', 'sialan', 'meminta', 'tanggung', 'jawab', 'avoskin', 'sama', 'ekspedisi', 'sih', 'lelet', 'malah', 'blunder', 'akhirnya', 'angkat', 'tangan', 'enggak', 'solutif', 'duit', 'hilang', 'barang', 'enggak']","['gue', 'beli', 'serum', 'lactic', 'acid', 'kirim', 'jeroan', 'tamia', 'sial', 'minta', 'tanggung', 'jawab', 'avoskin', 'sama', 'ekspedisi', 'sih', 'lelet', 'malah', 'blunder', 'akhir', 'angkat', 'tangan', 'enggak', 'solutif', 'duit', 'hilang', 'barang', 'enggak']",gue beli serum lactic acid kirim jeroan tamia sial minta tanggung jawab avoskin sama ekspedisi sih lelet malah blunder akhir angkat tangan enggak solutif duit hilang barang enggak,positif
"tonernya teksturnya cair, serumnya teksturnya kental. mudah mudahan cocok. kalo mau coba2 mending beli yg travel kit dulu",tonernya teksturnya cair serumnya teksturnya kental mudah mudahan cocok kalo mau coba mending beli yg travel kit dulu,tonernya teksturnya cair serumnya teksturnya kental mudah mudahan cocok kalo mau coba mending beli yang travel kit dulu,"['tonernya', 'teksturnya', 'cair', 'serumnya', 'teksturnya', 'kental', 'mudah', 'mudahan', 'cocok', 'kalo', 'mau', 'coba', 'mending', 'beli', 'yang', 'travel', 'kit', 'dulu']","['tonernya', 'teksturnya', 'cair', 'serumnya', 'teksturnya', 'kental', 'mudah', 'mudahan', 'cocok', 'kalo', 'mau', 'coba', 'mending', 'beli', 'travel', 'kit', 'dulu']","['tonernya', 'tekstur', 'cair', 'serum', 'tekstur', 'kental', 'mudah', 'mudah', 'cocok', 'kalo', 'mau', 'coba', 'mending', 'beli', 'travel', 'kit', 'dulu']",tonernya tekstur cair serum tekstur kental mudah mudah cocok kalo mau coba mending beli travel kit dulu,positif
avoskin ga usah diragukan lagi,avoskin ga usah diragukan lagi,avoskin enggak usah diragukan lagi,"['avoskin', 'enggak', 'usah', 'diragukan', 'lagi']","['avoskin', 'enggak', 'usah', 'diragukan']","['avoskin', 'enggak', 'usah', 'ragu']",avoskin enggak usah ragu,positif
meskipun pengiriman yg lama tap packingannya rapi bgt,meskipun pengiriman yg lama tap packingannya rapi bgt,meskipun pengiriman yang lama tapi packingannya rapi banget,"['meskipun', 'pengiriman', 'yang', 'lama', 'tapi', 'packingannya', 'rapi', 'banget']","['meskipun', 'pengiriman', 'lama', 'packingannya', 'rapi', 'banget']","['meski', 'kirim', 'lama', 'packingannya', 'rapi', 'banget']",meski kirim lama packingannya rapi banget,positif
"baca deskripsi exp nya 2024 taunya 2025 dong mana dapet harga diskon banget lagi, pengiriman juga cepat. thankyou banget avoskin❤️",baca deskripsi exp nya taunya dong mana dapet harga diskon banget lagi pengiriman juga cepat thankyou banget avoskin,baca deskripsi exp nya taunya dong mana dapat harga diskon banget lagi pengiriman juga cepat thankyou banget avoskin,"['baca', 'deskripsi', 'exp', 'nya', 'taunya', 'dong', 'mana', 'dapat', 'harga', 'diskon', 'banget', 'lagi', 'pengiriman', 'juga', 'cepat', 'thankyou', 'banget', 'avoskin']","['baca', 'deskripsi', 'exp', 'nya', 'taunya', 'dong', 'mana', 'harga', 'diskon', 'banget', 'pengiriman', 'cepat', 'thankyou', 'banget', 'avoskin']","['baca', 'deskripsi', 'exp', 'nya', 'tau', 'dong', 'mana', 'harga', 'diskon', 'banget', 'kirim', 'cepat', 'thankyou', 'banget', 'avoskin']",baca deskripsi exp nya tau dong mana harga diskon banget kirim cepat thankyou banget avoskin,positif
